sampling.session,species,id_tag,survival,LD1,LD2,LD3
fall.2016,sagrei,oranger76,0,0.058282,-1.246185,0.532833
fall.2016,sagrei,orangeh51,1,0.082553,0.378410,0.928899
fall.2016,sagrei,orangem11,1,-0.682696,1.259194,-0.558759
fall.2016,sagrei,orangep52,0,1.665455,-2.880187,0.518259
fall.2016,sagrei,orangem53,0,1.137495,-2.945263,-0.703912
fall.2016,sagrei,orangem57,0,2.220008,1.340781,-0.835509
fall.2016,sagrei,orangem85,0,1.828582,-1.063496,-0.185301
fall.2016,sagrei,orangem86,1,1.934977,-0.484144,0.532731
fall.2016,sagrei,orangep73,1,0.165344,0.346995,-0.464134
fall.2016,sagrei,orangem23,1,1.714352,-1.201205,1.415778
fall.2016,sagrei,oranger21,1,1.189866,-0.067962,0.122738
fall.2016,sagrei,orangex46,1,1.514702,-1.255406,0.710404
fall.2016,sagrei,orangep81,1,-0.028154,0.952654,1.165448
fall.2016,sagrei,orangep89,1,0.035125,0.633005,-0.218555
fall.2016,sagrei,orangep57,0,1.369473,-1.164685,-0.899430
fall.2016,sagrei,orangep93,0,1.440412,-0.917411,0.960348
fall.2016,sagrei,orangen01,0,1.161232,0.248160,-0.123476
fall.2016,sagrei,oranger28,0,0.608154,-1.778512,-0.796202
fall.2016,sagrei,orangeo17,0,0.694983,0.784303,0.931889
fall.2016,sagrei,orangex08,1,0.863587,1.831763,-0.256303
fall.2016,sagrei,orangep91,0,1.287153,1.193419,0.002312
fall.2016,sagrei,orangen80,1,0.206340,0.780832,0.693292
fall.2016,sagrei,oranger34,0,0.234837,0.005799,-1.115138
fall.2016,sagrei,orangex24,1,1.414340,-0.161572,0.352482
fall.2016,sagrei,orangeo66,1,1.085781,1.138998,0.320900
fall.2016,sagrei,oranger86,0,1.134327,0.419742,-0.111587
fall.2016,sagrei,oranger06,0,0.195192,1.334092,-1.386259
fall.2016,equestris,orangen23,1,-11.208315,-6.904259,-9.289447
fall.2016,sagrei,oranger23,0,-0.284747,-0.211377,-0.495620
fall.2016,sagrei,orangex26,1,1.401008,-0.819939,-0.270120
fall.2016,sagrei,oranger37,0,-0.561537,0.577300,0.809778
spring.2017,sagrei,orangeh90,0,-0.105129,0.739603,0.522361
spring.2017,carolinensis,orangeh66,0,-6.777076,1.784489,1.610117
spring.2017,sagrei,orangeh65,0,0.896530,-0.469714,-0.833360
spring.2017,sagrei,orangeh72,0,0.355712,1.249453,-0.057798
spring.2017,sagrei,orangeh70,0,0.410215,-1.251253,-1.672268
spring.2017,sagrei,orangeh71,0,-0.076795,-0.616353,1.020218
spring.2017,sagrei,orangeh57,0,1.041378,-1.252601,-0.176472
spring.2017,carolinensis,orangeh64,0,-8.225994,-0.293677,-0.695141
spring.2017,carolinensis,orangeh60,0,-7.995656,-0.246372,3.038303
spring.2017,carolinensis,orangeh69,0,-6.685936,2.994977,-1.957008
spring.2017,sagrei,orangeh67,0,1.322383,-1.019111,-0.922100
spring.2017,sagrei,orangeh62,0,0.057922,0.854324,1.702196
spring.2017,sagrei,orangeh80,0,0.637201,0.911879,0.658021
spring.2017,carolinensis,orangeh85,0,-6.165986,1.739514,1.349141
spring.2017,carolinensis,orangeh81,0,-5.241432,2.910739,1.378204
spring.2017,sagrei,orangeh75,0,0.332089,-1.258421,-0.353498
spring.2017,carolinensis,orangeh87,0,-7.245967,-0.055092,1.356423
spring.2017,sagrei,orangeh74,0,1.500439,0.588478,-0.397070
spring.2017,sagrei,orangeh82,0,1.669828,0.384684,-0.829470
spring.2017,carolinensis,orangeh77,0,-4.994091,0.227864,1.071592
spring.2017,sagrei,orangeh83,0,0.995805,1.463459,-0.707815
spring.2017,carolinensis,orangeh78,0,-6.851775,1.436576,-0.928051
spring.2017,carolinensis,orangeh86,0,-7.049284,-0.259125,1.387190
spring.2017,sagrei,orangeh76,1,-0.287353,-0.094134,0.833435
spring.2017,sagrei,orangeh73,1,-0.258000,-0.302451,-0.200549
spring.2017,sagrei,orangeh79,0,1.124650,0.217321,-1.896361
spring.2017,carolinensis,orangeh88,0,-6.118935,2.729274,-0.481241
spring.2017,sagrei,orangez02,0,0.539452,0.199835,1.709090
spring.2017,sagrei,orangeh92,1,1.394812,0.044320,-0.209307
spring.2017,carolinensis,orangeh91,0,-7.151264,2.626258,-1.556668
spring.2017,sagrei,orangez00,0,1.011733,-0.419816,0.042868
spring.2017,carolinensis,orangeh99,0,-6.283984,0.924863,2.639099
spring.2017,sagrei,orangeh97,1,1.473013,-0.039888,0.304095
spring.2017,distichus,orangeh96,0,-1.435522,-6.714907,3.532823
spring.2017,sagrei,orangeh89,0,0.985474,-0.249319,-1.353458
spring.2017,carolinensis,orangeh94,0,-5.849272,0.556009,1.021228
spring.2017,carolinensis,orangeh93,0,-6.161241,0.099869,1.587384
spring.2017,sagrei,orangeh95,1,0.928626,0.414125,0.122478
spring.2017,sagrei,orangez01,0,1.520437,1.075169,0.988922
spring.2017,sagrei,orangeh98,0,0.483468,0.184091,-0.033720
spring.2017,sagrei,orangez07,0,0.375781,-0.338430,0.408063
spring.2017,sagrei,orangez15,0,-0.126197,1.025277,0.621830
spring.2017,sagrei,orangez05,0,0.909884,-0.342230,0.495199
spring.2017,sagrei,orangez06,0,2.366572,-1.645286,0.482383
spring.2017,sagrei,orangez17,0,0.829690,0.898717,1.061753
spring.2017,carolinensis,orangez19,0,-7.050358,1.705746,-0.968140
spring.2017,sagrei,orangez04,1,0.248246,-0.125672,-0.424681
spring.2017,distichus,orangez10,0,-1.276501,-6.323255,3.354550
spring.2017,distichus,orangez11,1,-0.181487,-6.100598,3.366407
spring.2017,sagrei,orangez08,0,-0.121511,0.411605,-1.022895
spring.2017,carolinensis,orangez09,0,-9.020087,1.218066,-1.783096
spring.2017,sagrei,orangez22,1,1.210713,1.143459,1.170562
spring.2017,carolinensis,orangez03,0,-8.185601,0.456051,-1.125225
spring.2017,sagrei,orangez20,0,1.577915,-0.580493,-0.355554
spring.2017,sagrei,orangez13,0,1.034069,-0.541938,0.208583
spring.2017,sagrei,orangez16,0,0.422419,0.696577,0.705599
spring.2017,sagrei,orangez21,0,0.928384,0.268416,0.058293
spring.2017,carolinensis,orangez18,0,-5.659528,-0.335295,1.665849
spring.2017,sagrei,orangez23,0,0.953541,-0.971881,1.203362
spring.2017,carolinensis,orangez12,0,-6.261462,0.481491,-1.469609
spring.2017,equestris,orangez14,0,-12.870366,-6.810703,-10.201559
spring.2017,sagrei,orangez25,0,1.039716,-2.446239,-0.215923
spring.2017,carolinensis,orangez24,0,-5.432294,1.929594,0.805102
spring.2017,carolinensis,orangez26,0,-6.645130,-0.143254,-0.968793
spring.2017,carolinensis,orangez28,0,-4.748921,1.549568,1.051935
spring.2017,sagrei,orangez27,0,1.583165,-0.630738,-0.045691
spring.2017,sagrei,orangez35,1,0.750604,0.006020,0.426807
spring.2017,carolinensis,orangez30,0,-7.920467,1.519852,-1.276297
spring.2017,sagrei,orangez34,0,1.203733,0.130456,-0.020989
spring.2017,sagrei,orangez33,0,1.179156,-0.059063,1.381067
spring.2017,sagrei,orangez29,0,2.074097,0.652838,-1.258495
spring.2017,sagrei,orangez32,0,0.485252,0.632240,1.328631
spring.2017,sagrei,orangez31,0,1.341241,-1.355204,-0.718909
spring.2017,sagrei,orangez36,0,0.992853,0.831530,0.090198
spring.2017,carolinensis,orangez47,0,-6.292275,1.533137,0.982121
spring.2017,sagrei,orangez42,0,1.579493,-1.415681,0.197415
spring.2017,sagrei,orangez45,0,0.730246,2.145725,0.659244
spring.2017,carolinensis,orangez40,1,-6.905677,1.588177,-1.862129
spring.2017,sagrei,orangez44,0,3.102841,-0.171645,0.814593
spring.2017,sagrei,orangez46,0,3.014118,0.523871,-0.531804
spring.2017,carolinensis,orangez41,0,-7.424129,1.442895,-1.816130
spring.2017,sagrei,orangez39,0,1.043762,-0.886087,-1.153138
spring.2017,sagrei,orangez38,0,1.279740,0.324839,-0.366271
spring.2017,sagrei,orangez43,0,3.594342,-0.652758,-0.043166
spring.2017,carolinensis,orangez37,0,-4.906902,2.032236,1.344159
spring.2017,sagrei,orangez49,0,3.188848,-0.553836,-0.852233
spring.2017,sagrei,orangez52,0,0.965976,0.432291,0.621351
spring.2017,sagrei,orangez51,1,1.930467,0.613480,1.557442
spring.2017,sagrei,orangez54,0,0.689492,0.468406,0.747238
spring.2017,sagrei,orangez50,1,3.050597,-0.614545,0.081388
spring.2017,sagrei,orangez53,0,0.264072,-0.640142,0.281513
spring.2017,sagrei,orangez56,0,2.116472,-0.836651,-0.266568
spring.2017,sagrei,orangez55,0,3.266356,0.138890,-0.024592
spring.2017,sagrei,orangez58,0,1.341714,-1.328200,0.372759
spring.2017,carolinensis,orangez57,0,-6.568162,-0.049363,-0.078406
spring.2017,sagrei,orangez60,0,2.676247,-1.901902,0.049998
spring.2017,carolinensis,orangez59,0,-5.454195,0.156687,2.294991
spring.2017,sagrei,orangez61,0,1.901398,-0.056314,0.858597
spring.2017,sagrei,orangez67,0,1.923478,-2.169360,-0.226800
spring.2017,carolinensis,orangez65,0,-6.735030,1.188816,1.425689
spring.2017,sagrei,orangez64,0,1.501026,-1.985116,0.818299
spring.2017,carolinensis,orangez66,0,-7.213816,1.878629,1.791988
spring.2017,sagrei,orangez62,0,-0.603076,1.140958,1.471484
spring.2017,sagrei,orangez63,0,1.327124,-0.955142,-0.737430
spring.2017,sagrei,orangez76,0,0.277464,-0.062537,0.661450
spring.2017,sagrei,orangez70,0,0.459218,-0.440181,1.021873
spring.2017,carolinensis,orangez75,1,-6.204188,0.290490,1.906889
spring.2017,carolinensis,orangez77,0,-6.089470,1.964048,0.758195
spring.2017,carolinensis,orangez71,1,-5.322488,-0.037008,1.733455
spring.2017,carolinensis,orangez73,0,-5.850154,-0.067798,1.232159
spring.2017,sagrei,orangez69,0,-0.203006,0.356579,-0.176928
spring.2017,distichus,orangez72,0,-0.655523,-5.345075,3.339184
spring.2017,sagrei,orangez74,0,0.358901,-0.249024,0.658386
spring.2017,carolinensis,orangez80,0,-4.864465,1.315600,0.899083
spring.2017,sagrei,orangez79,0,1.842439,-1.134015,0.933785
spring.2017,sagrei,orangez81,0,1.699117,-1.581872,-1.078323
spring.2017,carolinensis,orangez78,1,-6.475749,-0.290316,0.686736
spring.2017,sagrei,orangez68,0,0.753965,0.840966,0.197798
spring.2017,carolinensis,orangez96,0,-7.045243,-0.758250,-0.708621
spring.2017,equestris,orangez83,0,-6.189817,-4.671066,-4.669138
spring.2017,carolinensis,orangez87,1,-5.413863,-0.346217,1.325583
spring.2017,carolinensis,orangez85,0,-7.710693,0.148540,-1.188824
spring.2017,carolinensis,orangez84,0,-6.676311,0.163167,1.828866
spring.2017,carolinensis,orangez92,0,-6.432612,-0.317529,1.544111
spring.2017,equestris,orangez82,0,-12.166011,-6.767013,-9.500877
spring.2017,carolinensis,orangez89,0,-9.022289,-0.890266,0.140582
spring.2017,sagrei,orangez94,0,0.519636,-0.453219,-0.077963
spring.2017,carolinensis,orangez97,0,-5.839895,-0.109350,1.570625
spring.2017,distichus,orangez93,0,-1.626320,-5.645854,4.184918
spring.2017,sagrei,orangez90,0,1.902842,0.136012,0.245467
spring.2017,sagrei,orangea01,0,0.881490,-0.486921,0.274873
spring.2017,carolinensis,orangez86,0,-6.438835,0.782589,1.230185
spring.2017,sagrei,orangez88,0,1.477810,-0.025655,-1.594838
spring.2017,sagrei,orangez98,0,1.826979,0.729937,-0.760441
spring.2017,sagrei,orangez91,0,2.297176,0.641932,-0.550508
spring.2017,sagrei,orangez95,0,1.101751,0.779721,0.625653
spring.2017,sagrei,orangea03,0,0.687321,-0.395720,-0.436043
spring.2017,carolinensis,orangez99,0,-8.216969,2.641273,-2.277568
spring.2017,carolinensis,orangea04,0,-5.526800,-0.169730,1.294331
spring.2017,sagrei,orangea02,0,0.202376,-4.239983,0.802638
spring.2017,carolinensis,orangea05,0,-6.761650,-0.488769,2.028990
spring.2017,sagrei,orangea17,0,1.656105,-1.614984,1.705649
spring.2017,carolinensis,orangea16,0,-6.550227,-1.288154,1.712784
spring.2017,sagrei,orangea21,1,1.032789,0.812065,-0.527901
spring.2017,sagrei,orangea10,0,0.277919,-2.256498,-0.311547
spring.2017,carolinensis,orangea06,0,-5.006268,0.118079,1.095246
spring.2017,sagrei,orangea18,0,1.804464,0.604575,-1.408883
spring.2017,sagrei,orangea15,1,1.218970,0.414383,0.201172
spring.2017,sagrei,orangea09,0,1.179454,1.512950,-0.029006
spring.2017,carolinensis,orangea20,0,-6.032492,0.539394,1.123515
spring.2017,sagrei,orangea12,0,2.251648,0.572245,-0.360694
spring.2017,sagrei,orangea08,0,1.718458,-1.108667,-0.613966
spring.2017,sagrei,orangea19,0,2.149093,-0.994622,0.367658
spring.2017,carolinensis,orangea07,0,-5.397019,3.343581,0.305032
spring.2017,carolinensis,orangea13,1,-7.538942,1.573737,-0.156443
spring.2017,sagrei,orangea14,1,1.796249,-0.030356,-0.768282
spring.2017,carolinensis,orangea11,0,-7.015141,0.531941,0.445256
spring.2017,carolinensis,orangea32,1,-6.401467,1.053909,0.709022
spring.2017,carolinensis,orangea25,0,-6.094690,1.745109,-1.804650
spring.2017,sagrei,orangea30,0,0.407076,-0.261556,0.005332
spring.2017,sagrei,orangea28,1,0.878657,-0.011975,0.264335
spring.2017,sagrei,orangea34,0,-0.074392,0.355972,-0.390965
spring.2017,carolinensis,orangea24,0,-6.697747,1.080189,-1.165794
spring.2017,sagrei,orangea33,0,1.681947,0.835194,-0.353948
spring.2017,carolinensis,orangea29,1,-5.345827,-0.704682,0.348796
spring.2017,equestris,orangea26,0,-16.394461,-8.305890,-9.736985
spring.2017,carolinensis,orangea27,0,-7.041775,-0.196557,-0.834440
spring.2017,carolinensis,orangea22,1,-3.787371,1.171319,1.181028
spring.2017,carolinensis,orangea23,1,-6.621694,1.242605,0.728291
spring.2017,carolinensis,orangea31,0,-5.609393,0.273648,1.319191
spring.2017,sagrei,orangea61,0,1.300752,-0.759815,0.382734
spring.2017,sagrei,orangea52,0,0.259516,0.049636,1.050039
spring.2017,sagrei,orangea49,0,2.395383,0.936280,-1.259954
spring.2017,sagrei,orangea36,0,1.846292,1.004125,-0.055288
spring.2017,sagrei,orangea40,0,-0.403753,-0.239008,0.841082
spring.2017,carolinensis,orangea42,1,-5.194622,0.141721,0.229447
spring.2017,carolinensis,orangea58,0,-3.843670,1.487689,0.966574
spring.2017,sagrei,orangea37,0,1.987181,-1.501516,-1.472046
spring.2017,sagrei,orangea57,0,2.248829,-0.409947,-0.511281
spring.2017,carolinensis,orangea39,0,-7.963383,-0.642921,-1.276437
spring.2017,carolinensis,orangea41,0,-8.785142,0.552567,-1.471930
spring.2017,sagrei,orangea55,0,0.277843,1.381345,-0.268035
spring.2017,sagrei,orangea47,1,0.892190,0.197772,-0.650636
spring.2017,carolinensis,orangea45,0,-5.627504,0.810619,1.868235
spring.2017,sagrei,orangea60,0,1.595902,-0.895675,-0.555424
spring.2017,carolinensis,orangeb23,1,-7.110613,-0.057931,1.742454
spring.2017,carolinensis,orangea53,0,-5.262387,2.285370,1.198829
spring.2017,sagrei,orangea59,0,1.528166,-2.238255,0.278442
spring.2017,carolinensis,orangea43,0,-6.033363,1.519465,-1.421323
spring.2017,sagrei,orangea35,0,1.243617,-0.032524,-0.703741
spring.2017,distichus,orangea50,0,0.298439,-4.983874,2.961325
spring.2017,sagrei,orangea56,1,0.774445,1.032051,-0.632110
spring.2017,sagrei,orangea46,1,0.570195,0.644311,-0.072337
spring.2017,distichus,orangea44,0,-1.122724,-5.967672,2.401317
spring.2017,distichus,orangea51,0,1.402511,-7.585601,3.963171
spring.2017,sagrei,orangea54,0,0.252861,0.267690,-0.677379
spring.2017,carolinensis,orangea77,0,-4.453948,1.265050,-0.514305
spring.2017,sagrei,orangea76,0,1.873382,0.462320,-0.902795
spring.2017,carolinensis,orangea69,0,-6.059123,0.448633,-0.361623
spring.2017,equestris,orangea62,0,-10.644083,-7.763165,-8.831487
spring.2017,sagrei,orangea81,0,2.247800,0.482886,-0.798451
spring.2017,sagrei,orangea66,0,2.786693,-0.000180,-0.658393
spring.2017,distichus,orangea65,0,-1.112324,-6.172503,4.895273
spring.2017,sagrei,orangea71,0,1.848561,-0.987958,-0.946222
spring.2017,sagrei,orangea79,0,3.844775,-0.503287,-0.718862
spring.2017,sagrei,orangea74,0,1.231244,0.396812,0.775724
spring.2017,sagrei,orangea78,0,1.583615,1.010786,-0.033851
spring.2017,sagrei,orangea68,1,2.193041,-0.341118,-1.278908
spring.2017,sagrei,orangea82,0,0.646839,-0.244416,-1.895839
spring.2017,sagrei,orangea64,0,1.148243,-0.503799,0.148560
spring.2017,sagrei,orangea67,0,0.709291,0.363898,-1.255520
spring.2017,distichus,orangea73,0,0.316212,-6.498841,2.624568
spring.2017,distichus,orangea70,0,-0.416133,-7.090538,3.785824
spring.2017,sagrei,orangea83,0,1.479163,-0.784104,-1.129729
spring.2017,carolinensis,orangea63,0,-7.686705,2.233413,-2.257109
spring.2017,carolinensis,orangea80,0,-6.158362,1.768452,-0.266410
spring.2017,sagrei,orangeb00,0,1.361951,-0.383427,-0.807145
spring.2017,sagrei,orangea94,0,2.183643,-1.278779,0.005337
spring.2017,sagrei,orangeb05,0,1.252299,0.822769,-0.975056
spring.2017,sagrei,orangeb28,0,1.132457,1.278855,-0.128371
spring.2017,sagrei,orangea92,0,1.988228,0.503134,0.246968
spring.2017,sagrei,orangea90,0,1.932753,-0.238670,-0.490098
spring.2017,carolinensis,orangeb12,1,-6.678303,-0.132706,1.300335
spring.2017,sagrei,orangea91,0,1.883928,0.277448,-1.402159
spring.2017,sagrei,orangea89,0,0.430655,0.074209,-1.288052
spring.2017,sagrei,orangeb09,0,-0.465313,-1.070314,0.483992
spring.2017,sagrei,orangea95,0,2.006305,0.031802,-0.442313
spring.2017,sagrei,orangeb21,0,-0.010646,0.189573,0.133268
spring.2017,sagrei,orangea87,0,2.034834,-0.009069,-1.290203
spring.2017,sagrei,orangeb34,0,2.032428,0.720363,-0.243350
spring.2017,sagrei,orangeb08,0,1.928463,0.989924,-0.758986
spring.2017,sagrei,orangea96,0,1.442314,0.672918,-0.764571
spring.2017,sagrei,orangea98,0,1.376132,0.873999,0.334747
spring.2017,distichus,orangeb03,0,-1.429762,-6.964421,2.473948
spring.2017,carolinensis,orangeb01,0,-6.234979,2.042296,-1.574769
spring.2017,sagrei,orangeb31,1,0.623187,0.701466,0.489762
spring.2017,sagrei,orangeb15,0,1.431627,-0.589337,-0.182885
spring.2017,sagrei,orangea88,0,1.723229,-1.273245,-0.671638
spring.2017,sagrei,orangeb22,0,2.887272,-0.383591,-0.013091
spring.2017,sagrei,orangea93,0,-0.353604,-0.833754,0.534366
spring.2017,carolinensis,orangeb02,0,-5.956179,3.278139,0.896145
spring.2017,sagrei,orangea97,0,0.814243,0.605486,-0.860528
spring.2017,sagrei,orangeb35,0,0.831969,1.030525,-1.236106
spring.2017,carolinensis,orangeb11,0,-4.734809,0.961632,1.177298
spring.2017,sagrei,orangeb19,0,0.797559,0.915042,-0.009415
spring.2017,sagrei,orangeb30,0,2.295869,1.003594,-1.100750
spring.2017,sagrei,orangeb13,0,1.689893,0.705151,-0.293965
spring.2017,sagrei,orangea85,0,1.105800,-0.321286,-0.777837
spring.2017,sagrei,orangeb24,0,1.477720,0.973253,-0.477097
spring.2017,carolinensis,orangeb07,0,-6.929692,-0.198602,-0.111820
spring.2017,sagrei,orangeb14,0,1.387528,0.918369,0.541673
spring.2017,sagrei,orangeb29,1,1.317474,0.518375,-1.135456
spring.2017,sagrei,orangeb32,0,0.706659,1.009303,-0.696977
spring.2017,sagrei,orangeb16,0,2.723740,-0.421167,-0.301512
spring.2017,sagrei,orangeb33,0,1.608308,1.526211,-0.972235
spring.2017,sagrei,orangeb20,1,0.677623,-0.697972,-0.186853
spring.2017,sagrei,orangea86,0,1.026387,-1.266474,-0.972451
spring.2017,sagrei,orangeb17,1,0.982093,0.522387,0.096181
spring.2017,sagrei,orangeb25,0,1.556872,-0.286792,-1.165089
spring.2017,distichus,orangeb10,0,-0.093165,-6.530225,3.267484
spring.2017,sagrei,orangeb18,0,3.009077,-0.103431,-0.298321
spring.2017,carolinensis,orangea84,0,-6.043575,0.833388,-2.475274
spring.2017,sagrei,orangeb06,0,1.212775,0.208317,0.154623
spring.2017,sagrei,orangea99,0,1.295024,0.308257,-1.127737
spring.2017,sagrei,orangeb27,0,2.343652,1.028004,-0.390452
spring.2017,carolinensis,orangeb04,0,-3.611988,0.093989,1.485708
spring.2017,sagrei,orangeb45,0,1.269068,0.628847,0.575616
spring.2017,sagrei,orangeb41,0,3.510593,0.422290,-0.361903
spring.2017,sagrei,orangeb43,0,0.863138,1.813409,-1.211581
spring.2017,sagrei,orangeb44,0,0.957784,0.904832,-2.381640
spring.2017,sagrei,orangeb38,0,1.476357,-1.301377,0.002808
spring.2017,sagrei,orangeb39,0,0.368551,1.151948,1.431577
spring.2017,carolinensis,orangeb42,0,-5.868429,1.357613,0.724782
spring.2017,carolinensis,orangeb48,0,-5.012940,1.738863,1.065845
spring.2017,carolinensis,orangeb49,0,-6.887864,1.887595,-2.315114
spring.2017,sagrei,orangeb40,0,1.083541,-0.555660,-0.337589
spring.2017,sagrei,orangeb46,1,1.779123,0.465267,-0.784940
spring.2017,sagrei,orangeb37,0,0.757827,1.061207,-0.197743
spring.2017,sagrei,orangeb36,0,2.205982,-1.005062,-0.841202
spring.2017,sagrei,orangeb47,0,0.571817,2.313407,-0.812821
spring.2017,sagrei,orangeb59,1,1.356828,-0.482342,-0.745092
spring.2017,sagrei,orangeb58,0,1.647005,1.486580,0.189654
spring.2017,sagrei,orangeb60,1,-0.245503,0.978884,0.181390
spring.2017,sagrei,orangeb55,0,2.183901,-1.551905,-1.501609
spring.2017,sagrei,orangeb56,0,-0.219416,-0.360266,-0.171526
spring.2017,sagrei,orangeb57,0,1.432957,-0.248445,-1.457350
spring.2017,sagrei,orangeb53,0,0.018506,2.750350,-0.037298
spring.2017,sagrei,orangeb51,1,1.352689,-0.687199,-1.211009
spring.2017,sagrei,orangeb54,0,1.081038,0.360900,0.777775
spring.2017,sagrei,orangeb52,0,0.639807,-0.888428,0.614469
spring.2017,sagrei,orangeb50,0,0.133515,0.986355,-1.457974
spring.2017,distichus,orangeb61,0,-1.019282,-5.200553,2.011849
spring.2017,sagrei,oranges52,1,0.712958,-1.611541,-0.970754
spring.2017,carolinensis,orangex59,0,-5.506689,0.374572,0.279452
spring.2017,sagrei,orangex66,0,0.051163,-0.463994,2.158312
spring.2017,sagrei,orangex86,0,-0.041960,-1.126310,1.082762
spring.2017,sagrei,orangex49,0,0.311321,-1.173850,1.216089
spring.2017,sagrei,orangex99,0,2.025820,0.610147,-1.223147
spring.2017,sagrei,oranges13,0,0.555569,-1.805656,-0.002182
spring.2017,sagrei,orangep31,1,0.222947,-1.180763,-0.809448
spring.2017,sagrei,orangex69,0,0.454497,-1.373183,-0.165488
spring.2017,sagrei,orangep92,0,1.244888,-0.013951,-2.043756
spring.2017,sagrei,orangex51,0,2.142644,-1.019269,0.595585
spring.2017,sagrei,oranges04,1,1.273627,-0.582443,0.124991
spring.2017,sagrei,orangep66,0,-0.726594,-1.480778,-0.412055
spring.2017,sagrei,orangem23,0,0.708882,-1.083208,0.814553
spring.2017,sagrei,orangem11,0,0.592187,0.958882,-0.566034
spring.2017,carolinensis,oranges47,0,-7.481143,-0.565386,-1.552292
spring.2017,sagrei,oranges22,1,1.549366,-0.659853,-2.118737
spring.2017,sagrei,orangem79,0,1.202619,-1.238014,-0.657724
spring.2017,sagrei,orangex87,0,0.135677,-1.116782,0.634051
spring.2017,sagrei,oranges30,0,0.266780,-1.306922,-0.268607
spring.2017,carolinensis,oranget08,0,-5.535801,0.441878,1.189190
spring.2017,sagrei,oranges70,0,1.813665,0.779740,-0.159810
spring.2017,sagrei,oranges00,0,1.481833,0.148006,-0.288339
spring.2017,sagrei,oranges44,0,1.013307,-1.065660,0.229019
spring.2017,sagrei,orangex65,0,0.690955,-1.920895,-0.786489
spring.2017,sagrei,orangem86,0,1.108236,-0.013378,-0.309312
spring.2017,sagrei,oranges26,0,2.487494,-0.533364,0.340788
spring.2017,sagrei,orangex72,0,-0.520970,0.128418,-0.173651
spring.2017,sagrei,orangex41,0,3.880887,-2.349523,-2.942728
spring.2017,sagrei,orangex95,0,1.338858,-0.387371,-0.927611
spring.2017,sagrei,orangex76,0,1.584082,-0.155025,-0.389908
spring.2017,sagrei,oranges03,0,1.342545,-1.655777,0.744886
spring.2017,sagrei,orangex81,0,-0.680898,-0.250537,0.986621
spring.2017,sagrei,orangex63,0,1.490271,-0.880821,-0.371374
spring.2017,sagrei,orangex64,0,0.987450,1.507754,-0.284847
spring.2017,sagrei,oranger21,0,0.035855,1.128056,0.474671
spring.2017,sagrei,oranges46,0,1.404319,-0.245464,-0.661568
spring.2017,sagrei,orangeh44,0,0.830967,0.776137,0.061796
spring.2017,sagrei,orangep73,1,-0.069234,0.496732,-0.851789
spring.2017,sagrei,oranges85,0,1.899254,0.773264,-0.304919
spring.2017,carolinensis,orangex62,0,-6.310506,1.423581,-0.605381
spring.2017,sagrei,oranges50,0,0.746341,-0.096445,-1.542158
spring.2017,sagrei,oranges19,0,1.821028,-0.016248,-1.347976
spring.2017,carolinensis,oranges07,0,-7.145035,0.487944,2.171992
spring.2017,sagrei,orangex56,0,1.034447,-0.402804,-1.746404
spring.2017,carolinensis,oranger49,0,-8.385997,0.722352,-1.752126
spring.2017,sagrei,orangeh40,0,0.961852,-0.208591,-0.281692
spring.2017,sagrei,oranges39,0,2.058211,-0.818958,-0.879079
spring.2017,sagrei,oranges09,0,2.455914,-1.810838,-0.217358
spring.2017,sagrei,orangep81,0,-0.786368,-0.335963,1.511374
spring.2017,sagrei,orangeh30,0,1.847168,0.450594,-0.506909
spring.2017,sagrei,oranges27,0,0.391550,-1.109415,-0.445562
spring.2017,sagrei,oranges69,0,1.961019,0.439254,-1.132373
spring.2017,sagrei,oranges31,0,-0.259087,-0.110908,-1.811924
spring.2017,sagrei,orangex46,0,-0.512446,-0.112022,-0.371624
spring.2017,sagrei,oranges83,0,1.571489,0.178964,-0.338038
spring.2017,sagrei,orangem25,0,0.778133,-0.525640,-0.100192
spring.2017,sagrei,oranges18,0,1.851957,1.712653,-1.035362
spring.2017,sagrei,oranges12,0,0.167358,-0.364226,-0.666981
spring.2017,sagrei,orangen11,0,1.078223,0.531106,-2.862573
spring.2017,sagrei,oranges60,0,1.160803,-3.069893,-0.223653
spring.2017,sagrei,orangeo19,0,1.577632,0.729046,0.135618
spring.2017,sagrei,orangeh24,0,2.288937,0.681659,-1.262450
spring.2017,sagrei,orangex08,0,-0.515412,0.815951,0.131324
spring.2017,sagrei,orangeh37,1,1.701514,0.914420,-0.482726
spring.2017,sagrei,orangeh39,0,-0.712932,-0.373684,1.165286
spring.2017,sagrei,oranges11,1,0.811986,-1.343563,-0.881132
spring.2017,carolinensis,orangex55,0,-8.156524,0.413386,1.278518
spring.2017,sagrei,orangep89,0,-1.704425,0.867525,0.577280
spring.2017,sagrei,orangeh16,0,1.042401,0.581389,-0.636214
spring.2017,carolinensis,oranges89,0,-6.587810,0.581789,1.358600
spring.2017,sagrei,oranget33,0,0.412307,-0.314947,-0.180616
spring.2017,sagrei,oranget40,0,1.826287,0.451231,-1.040420
spring.2017,sagrei,oranget22,0,1.244483,0.659399,0.247153
spring.2017,carolinensis,oranget55,0,-6.326985,1.687920,-2.329117
spring.2017,carolinensis,oranges86,0,-8.389492,0.970967,-1.043954
spring.2017,sagrei,oranges57,0,1.164239,0.030160,0.114226
spring.2017,sagrei,oranget15,0,1.030320,1.592107,-1.235184
