sampling.session,species,id_tag,survival,LD1,LD2,LD3
spring.2016,sagrei,oranger75,0,-0.872004,-0.790011,1.261884
spring.2016,sagrei,oranger73,0,1.154653,-1.867597,-0.009707
spring.2016,sagrei,oranger78,0,-0.368814,0.124541,1.727275
spring.2016,sagrei,oranger71,0,-0.775807,0.336207,0.856415
spring.2016,distichus,oranger69,0,-0.780259,-5.436675,2.913768
spring.2016,sagrei,oranger77,1,-0.086765,0.251898,0.775005
spring.2016,sagrei,oranger76,1,0.636646,-0.899152,0.695892
spring.2016,sagrei,oranger68,0,1.391277,-0.990734,0.405847
spring.2016,sagrei,oranger72,0,1.202600,0.094722,0.772457
spring.2016,sagrei,oranger67,0,3.930060,1.203881,-0.304675
spring.2016,sagrei,oranger79,0,-0.042964,0.691179,1.067290
spring.2016,sagrei,oranger86,1,1.216603,0.256606,-0.501569
spring.2016,sagrei,orangex02,0,0.841525,1.633863,-0.175041
spring.2016,sagrei,orangex01,0,0.454769,-0.427589,0.430264
spring.2016,sagrei,oranger83,0,1.573737,1.052932,-0.240317
spring.2016,distichus,oranger98,0,0.419413,-6.583610,4.925690
spring.2016,distichus,orangex00,0,-2.772711,-5.387733,4.026356
spring.2016,carolinensis,oranger94,0,-8.181856,0.507366,-1.175353
spring.2016,sagrei,oranger88,0,-0.917596,-0.512596,-2.197785
spring.2016,sagrei,oranger95,0,-0.338174,0.264429,0.834050
spring.2016,sagrei,oranger90,0,2.092953,-0.001346,-1.829174
spring.2016,sagrei,oranger91,0,0.454311,0.047053,0.570141
spring.2016,sagrei,oranger97,0,1.149786,-1.962043,-0.706566
spring.2016,sagrei,oranger82,0,0.320865,-0.348740,-0.678119
spring.2016,sagrei,oranger84,0,1.889130,0.944830,0.015803
spring.2016,sagrei,oranger96,0,0.085392,1.163512,1.287356
spring.2016,sagrei,oranger99,0,0.946873,1.777220,-0.505532
spring.2016,sagrei,oranger87,0,2.663319,1.498383,0.506128
spring.2016,sagrei,oranger89,0,0.037915,1.305085,-0.130590
spring.2016,sagrei,oranger81,0,1.349036,-0.215499,-0.323128
spring.2016,sagrei,oranger85,0,1.239929,0.092679,0.176679
spring.2016,sagrei,oranger93,0,-0.107818,1.035711,1.067703
spring.2016,sagrei,oranger92,0,-0.020365,-2.004476,0.112599
spring.2016,sagrei,orangex03,0,1.809349,-0.103917,-0.082928
spring.2016,sagrei,oranger80,0,-0.525403,0.112451,-1.586263
spring.2016,sagrei,orangex05,0,1.913163,-0.530683,0.270626
spring.2016,sagrei,orangex06,0,0.890760,0.192529,0.885798
spring.2016,sagrei,orangex10,0,1.941600,0.299739,-0.519932
spring.2016,sagrei,orangex08,1,0.223408,2.045243,0.205740
spring.2016,sagrei,orangex07,0,0.341635,2.303373,0.950116
spring.2016,sagrei,orangex09,0,0.693314,0.404603,-1.341509
spring.2016,sagrei,orangex04,0,1.889951,2.221827,0.281660
spring.2016,sagrei,orangex23,0,0.042092,-1.275067,0.648290
spring.2016,carolinensis,orangex17,0,-5.445326,-1.022452,1.434184
spring.2016,sagrei,orangex15,0,1.884031,0.645522,0.754751
spring.2016,sagrei,orangex21,0,-0.045733,0.537867,1.171273
spring.2016,sagrei,orangex25,0,-0.161880,-0.905625,0.679687
spring.2016,carolinensis,orangex22,0,-5.497178,1.266737,1.238273
spring.2016,sagrei,orangex19,0,-0.504667,-0.580273,1.189293
spring.2016,sagrei,orangex11,0,1.326999,-0.943842,-2.820370
spring.2016,sagrei,orangex24,1,2.915234,-0.772515,-1.600144
spring.2016,sagrei,orangex13,0,-0.022452,-0.535254,-0.649997
spring.2016,sagrei,orangex12,0,1.927325,0.428168,-0.334461
spring.2016,carolinensis,orangex14,0,-7.158703,-0.225526,-0.442159
spring.2016,sagrei,orangex16,0,-0.103793,-1.308246,0.377378
spring.2016,sagrei,orangex26,1,1.655317,-0.714007,0.219537
spring.2016,sagrei,orangex20,0,-0.616320,1.010430,0.518448
spring.2016,sagrei,orangex18,0,0.073303,-1.095943,1.372212
spring.2016,carolinensis,orangex30,0,-6.496270,-2.498899,1.330621
spring.2016,carolinensis,orangex27,1,-7.409635,0.400049,-1.041181
spring.2016,sagrei,orangex29,0,-0.325199,-0.946537,-0.106632
spring.2016,sagrei,orangex28,0,1.117632,-3.185556,0.920806
spring.2016,sagrei,orangex46,1,1.521866,-0.968471,0.654768
spring.2016,carolinensis,orangex43,0,-8.710420,0.546571,-0.856783
spring.2016,sagrei,orangex40,0,0.186936,-0.157582,0.466686
spring.2016,sagrei,orangex45,0,1.071213,-1.159713,-0.064604
spring.2016,carolinensis,orangex39,0,-5.683048,0.163139,-0.279610
spring.2016,sagrei,orangex41,1,1.981369,-0.703298,1.268516
spring.2016,sagrei,orangex33,0,2.143841,-1.275064,0.784781
spring.2016,carolinensis,orangex31,0,-8.456916,-1.145794,-0.495738
spring.2016,sagrei,orangex42,0,0.960304,0.452635,-0.450811
spring.2016,carolinensis,orangex35,0,-6.316783,0.267485,1.592402
spring.2016,sagrei,orangex34,0,2.328384,-0.852033,0.139781
spring.2016,sagrei,orangex36,0,0.262205,0.019980,-0.191216
spring.2016,sagrei,orangex32,0,-0.317353,-0.160082,-0.237689
spring.2016,sagrei,orangex38,0,1.492930,-0.781718,-0.988846
spring.2016,sagrei,orangex37,0,1.835247,-0.508677,1.611514
spring.2016,sagrei,orangex44,1,0.466871,-0.054489,-0.636455
spring.2016,sagrei,orangex47,0,0.928054,0.004360,0.922935
spring.2016,carolinensis,orangex48,0,-7.980136,0.868106,0.125987
spring.2016,sagrei,orangen94,0,0.971889,0.713695,-1.064902
spring.2016,sagrei,orangem42,0,0.719120,2.301695,0.559196
spring.2016,sagrei,orangeo34,0,2.719642,-0.544032,-0.550311
spring.2016,sagrei,orangem57,1,1.947986,2.084525,-0.426937
spring.2016,sagrei,orangem79,1,1.578053,-0.267633,-0.756108
spring.2016,sagrei,orangem17,0,1.034946,-1.368747,-0.531473
spring.2016,sagrei,orangem30,0,0.810101,0.349476,0.358987
spring.2016,sagrei,orangeo23,0,1.458273,1.713749,1.264305
spring.2016,sagrei,orangem55,0,-0.318507,0.221238,0.884379
spring.2016,sagrei,orangem12,0,1.390250,-0.386336,-0.909198
spring.2016,sagrei,orangem64,0,1.780471,0.477788,-0.788111
spring.2016,sagrei,orangen40,0,0.623178,-0.332019,1.772130
spring.2016,sagrei,orangem63,0,0.294295,1.765185,0.231870
spring.2016,sagrei,orangen20,0,1.358255,-0.681045,-1.173984
spring.2016,sagrei,orangem53,1,0.851075,-1.925580,-0.973562
spring.2016,sagrei,orangem38,0,-0.251298,0.582681,1.404709
spring.2016,sagrei,orangem31,0,-0.260092,0.005784,1.577259
spring.2016,sagrei,orangep04,0,0.367198,-0.390963,-0.353634
spring.2016,sagrei,orangem22,0,0.652202,-2.437071,0.649061
spring.2016,sagrei,orangeo44,0,0.447644,-1.948347,0.983883
spring.2016,sagrei,orangen11,1,1.717125,-0.572749,-0.589310
spring.2016,sagrei,orangeo21,0,0.988702,-0.022781,0.356915
spring.2016,sagrei,orangeo30,0,1.436302,-0.368041,-1.288769
spring.2016,sagrei,orangem01,0,0.993764,-1.288122,0.392710
spring.2016,sagrei,orangeo24,0,1.774345,-0.663877,-0.321052
spring.2016,sagrei,orangem65,0,1.014036,-0.334616,-1.317490
spring.2016,sagrei,orangem97,0,0.623508,0.684956,-0.091500
spring.2016,sagrei,orangeo40,0,2.059482,0.254856,-0.147027
spring.2016,sagrei,orangep09,0,2.431465,1.108679,-0.218466
spring.2016,sagrei,orangeo19,1,0.993485,-0.177548,0.175833
spring.2016,sagrei,orangep05,0,1.265594,1.039657,-0.488486
spring.2016,sagrei,orangen81,1,1.723926,-0.145127,0.706845
spring.2016,sagrei,orangen84,0,1.373826,-0.479326,-0.084988
spring.2016,sagrei,orangen77,0,-0.211327,1.303945,0.851849
spring.2016,sagrei,orangen74,0,1.165737,1.303455,0.233565
spring.2016,sagrei,orangeo13,0,0.787307,0.497552,0.344131
spring.2016,sagrei,orangen61,0,1.603770,-0.076380,-0.065354
spring.2016,sagrei,orangen90,0,0.686899,-1.790809,0.305753
spring.2016,sagrei,orangen51,0,0.471263,-0.692201,-0.660990
spring.2016,sagrei,orangen29,0,0.918390,-0.940085,0.305731
spring.2016,sagrei,orangeo51,0,1.326494,-0.089264,0.041469
spring.2016,sagrei,orangeo15,0,-1.446096,3.047470,-0.378623
spring.2016,sagrei,orangen49,0,1.191693,0.267455,-0.219717
spring.2016,sagrei,orangem13,0,0.393104,0.708586,1.228101
spring.2016,sagrei,orangeo59,0,-0.058149,0.360804,-0.821132
spring.2016,sagrei,orangem96,0,1.829967,-0.347434,-0.679099
spring.2016,sagrei,orangeo66,1,0.735146,0.357626,-0.012909
spring.2016,sagrei,orangen44,0,1.346573,-1.782113,-0.518037
spring.2016,sagrei,orangen99,0,1.307001,-0.917929,-0.720645
spring.2016,sagrei,orangeo56,0,0.103304,0.567737,-1.118734
spring.2016,carolinensis,orangeo75,0,-8.491560,-0.287838,-0.235158
spring.2016,sagrei,orangeo29,0,0.879621,0.088759,-1.329615
spring.2016,sagrei,orangeo26,0,1.569153,0.396541,-0.250665
spring.2016,carolinensis,orangen67,0,-6.603957,1.848548,-1.186556
spring.2016,sagrei,orangeo70,0,1.604836,-0.687130,-0.105732
spring.2016,sagrei,orangeo96,0,-0.329260,-1.237618,-0.857355
spring.2016,sagrei,orangen60,0,0.556941,1.255940,-0.960248
spring.2016,sagrei,orangen59,1,1.047933,2.119662,-0.704769
spring.2016,sagrei,orangeo14,0,0.838495,0.018043,-0.955046
spring.2016,sagrei,orangeo63,0,2.147454,0.369962,-2.138086
spring.2016,sagrei,orangem21,0,0.352591,-0.265148,0.626437
spring.2016,sagrei,orangeo17,1,2.119296,0.730350,1.206965
spring.2016,sagrei,orangem25,1,0.976636,-0.356626,-0.741096
spring.2016,sagrei,orangen53,0,1.392643,0.383444,-0.695583
spring.2016,sagrei,orangen79,0,1.230994,-0.941392,-0.202858
spring.2016,sagrei,orangeo42,0,2.548589,-0.930088,-0.644081
spring.2016,sagrei,orangen28,0,1.867362,-1.167569,-0.042802
spring.2016,carolinensis,orangen97,0,-7.463601,-0.602901,-0.827611
spring.2016,sagrei,orangep01,0,1.805848,-0.040950,-2.105354
spring.2016,sagrei,orangem85,1,2.013944,-1.501740,0.080294
spring.2016,sagrei,orangeo04,0,1.459089,-0.732044,0.613938
spring.2016,carolinensis,orangeo62,0,-7.012531,-0.829842,2.224530
fall.2016,sagrei,oranget78,0,0.888296,-0.537740,0.442259
fall.2016,sagrei,oranget70,1,1.423714,-2.049124,-0.478591
fall.2016,sagrei,oranget65,0,2.182933,0.475217,0.000340
fall.2016,sagrei,oranget72,0,1.074802,0.980290,-0.738769
fall.2016,sagrei,oranget71,0,2.407186,0.860812,0.427836
fall.2016,sagrei,oranget85,0,-0.288127,0.646596,-0.414554
fall.2016,sagrei,oranget68,0,0.816586,-0.787811,0.422699
fall.2016,sagrei,oranget74,0,2.566141,-0.815714,-0.803179
fall.2016,sagrei,oranget69,0,1.014162,-0.952616,-0.459353
fall.2016,sagrei,oranget66,0,0.773824,0.386719,-0.013239
fall.2016,sagrei,oranget86,0,1.999927,1.715064,0.463679
fall.2016,sagrei,oranget92,0,1.204663,-0.322902,0.374982
fall.2016,carolinensis,orangex59,1,-4.786831,1.739202,0.491523
fall.2016,sagrei,orangex57,0,2.214981,0.224982,-0.054632
fall.2016,sagrei,orangex53,0,1.774540,0.204231,-1.531731
fall.2016,sagrei,orangex56,1,1.057900,0.217883,-0.614457
fall.2016,sagrei,orangex58,0,0.892003,0.821835,-0.810276
fall.2016,sagrei,orangex50,0,1.807973,0.854876,-0.818035
fall.2016,carolinensis,orangex55,1,-7.919956,0.958315,0.882264
fall.2016,sagrei,orangex52,0,0.973239,-0.698005,0.013637
fall.2016,sagrei,orangex60,0,2.195042,0.961843,0.238802
fall.2016,sagrei,orangex66,1,1.351695,0.137720,1.112315
fall.2016,sagrei,orangex69,1,1.978292,-0.241610,0.657011
fall.2016,sagrei,orangex76,1,1.924401,-0.682417,-0.124802
fall.2016,sagrei,orangex74,0,0.579783,0.155154,0.005021
fall.2016,carolinensis,orangex67,0,-6.730827,-1.772020,0.336645
fall.2016,sagrei,orangex75,0,1.365773,-0.951244,-0.039198
fall.2016,sagrei,orangex61,1,2.596399,-0.960068,-0.303422
fall.2016,sagrei,orangex72,1,-0.337833,0.891351,0.677921
fall.2016,sagrei,orangex71,0,1.145037,-1.884851,-0.397666
fall.2016,sagrei,orangex68,0,1.732231,-0.680632,0.985488
fall.2016,sagrei,orangex65,1,0.080542,-1.212896,0.451431
fall.2016,sagrei,orangex64,1,1.645935,0.894432,0.556298
fall.2016,carolinensis,orangex62,1,-4.533718,0.184155,1.494211
fall.2016,sagrei,orangex70,0,1.329084,-0.793655,1.658622
fall.2016,sagrei,orangex86,1,3.434875,0.225745,0.098177
fall.2016,sagrei,orangex82,0,1.240555,-0.866386,0.455202
fall.2016,carolinensis,orangex78,0,-3.536295,2.972045,1.250611
fall.2016,sagrei,orangex84,0,1.794154,0.302102,0.164960
fall.2016,sagrei,orangex80,0,1.075449,-0.018586,0.308995
fall.2016,sagrei,orangex81,1,0.572736,1.666015,0.444988
fall.2016,sagrei,orangex77,0,2.181250,-1.063913,-0.604156
fall.2016,sagrei,orangex83,0,2.146891,-0.049835,-0.764134
fall.2016,sagrei,orangex90,0,1.723545,0.744392,1.130561
fall.2016,sagrei,orangex87,1,1.719680,-0.946120,1.408322
fall.2016,sagrei,orangex88,0,1.252479,0.066953,0.608548
fall.2016,sagrei,orangex98,0,1.542250,0.702969,-0.661768
fall.2016,carolinensis,oranges01,0,-5.831395,1.966824,1.333209
fall.2016,sagrei,orangex95,1,1.953530,0.291550,-0.863105
fall.2016,sagrei,oranges02,0,0.185026,-1.397050,0.977268
fall.2016,sagrei,orangex97,0,0.969722,-0.666886,0.137863
fall.2016,sagrei,oranges00,1,1.989757,0.935826,-1.407340
fall.2016,sagrei,orangex93,0,3.536083,0.223530,-1.291439
fall.2016,distichus,orangex94,0,-1.011557,-6.560734,4.452407
fall.2016,sagrei,orangex96,0,1.624064,0.546522,-0.725291
fall.2016,sagrei,orangex99,1,1.156585,-0.213853,0.211237
fall.2016,sagrei,oranges14,0,0.388283,0.452568,0.022240
fall.2016,sagrei,oranges15,1,2.995657,0.338776,0.249975
fall.2016,sagrei,oranges11,1,0.816112,0.887238,-1.219855
fall.2016,sagrei,oranges17,0,2.226941,-0.501041,-0.585461
fall.2016,sagrei,oranges09,1,2.679834,-0.838083,-0.131307
fall.2016,sagrei,oranges12,1,1.186097,-0.728070,1.101481
fall.2016,sagrei,oranges18,1,1.320969,1.877211,1.214690
fall.2016,sagrei,oranges19,1,2.028069,-1.144845,0.941409
fall.2016,sagrei,oranges06,0,0.897673,-0.050337,-0.472897
fall.2016,carolinensis,oranges10,1,-5.807349,-1.273237,2.512786
fall.2016,sagrei,oranges13,1,1.945337,-0.979099,0.734110
fall.2016,sagrei,oranges41,0,3.324708,-0.415578,-0.608328
fall.2016,sagrei,oranges39,1,1.600918,-0.177368,-0.875014
fall.2016,sagrei,oranges49,0,3.210921,0.510041,-0.129319
fall.2016,sagrei,oranges30,1,1.264960,-1.169490,-0.065903
fall.2016,sagrei,oranges42,0,4.106639,0.656950,-0.679393
fall.2016,sagrei,oranges40,0,2.082414,0.326354,-0.039934
fall.2016,carolinensis,oranges47,1,-5.908595,0.946362,0.833798
fall.2016,sagrei,oranges29,0,0.782789,0.218483,0.702364
fall.2016,sagrei,oranges44,1,2.712853,-0.284279,-0.629926
fall.2016,sagrei,oranges46,1,2.425718,0.517610,-0.992023
fall.2016,sagrei,oranges24,0,0.741099,1.846473,-0.316752
fall.2016,sagrei,oranges26,1,1.413243,-0.692333,0.606054
fall.2016,sagrei,oranges45,0,0.819691,-0.158646,0.842151
fall.2016,sagrei,oranges25,0,2.918056,0.604643,0.114062
fall.2016,sagrei,oranges38,0,0.969917,-0.064783,-0.823941
fall.2016,sagrei,oranges22,1,2.280965,-0.776357,-0.859419
fall.2016,sagrei,oranges21,1,2.571095,0.661877,-1.412470
fall.2016,sagrei,oranges48,1,2.214773,0.579736,-0.254208
fall.2016,carolinensis,oranges36,0,-5.692477,1.436056,1.354616
fall.2016,sagrei,oranges27,1,-0.109679,-0.772479,1.036290
fall.2016,sagrei,oranges43,1,1.540512,-1.926720,-0.238482
fall.2016,sagrei,oranges31,1,1.700565,-0.790184,-1.063459
fall.2016,carolinensis,oranges37,1,-6.330354,-0.973663,1.050517
fall.2016,carolinensis,oranges32,0,-6.453547,0.002337,2.356312
fall.2016,carolinensis,oranges23,1,-6.253404,0.920221,1.684696
fall.2016,sagrei,oranges28,0,1.623839,1.609299,-1.537898
fall.2016,sagrei,oranges34,1,1.307788,-0.857891,-0.350383
fall.2016,sagrei,oranges33,0,1.866713,1.147918,-0.878053
fall.2016,sagrei,oranges62,1,1.035905,-0.179750,0.603753
fall.2016,carolinensis,oranges61,0,-6.586212,-0.078536,1.717545
fall.2016,sagrei,oranges65,0,1.852994,1.115837,-2.020736
fall.2016,carolinensis,oranges66,0,-4.727816,0.506301,0.035710
fall.2016,sagrei,oranges56,0,3.017605,0.668495,-1.142100
fall.2016,sagrei,oranges64,0,2.458097,0.675101,-0.752406
fall.2016,sagrei,oranges53,0,2.024033,0.397230,-0.857262
fall.2016,sagrei,oranges67,0,1.355221,-0.794193,0.670565
fall.2016,sagrei,oranges57,1,2.292581,0.312572,0.356973
fall.2016,sagrei,oranges51,1,0.977555,1.297925,0.634774
fall.2016,sagrei,oranges50,1,2.648575,0.801177,-1.970850
fall.2016,sagrei,oranges58,0,1.064452,2.028242,-1.484551
fall.2016,sagrei,oranges60,1,2.232734,-1.521610,-0.739939
fall.2016,sagrei,oranges63,0,0.692548,-0.263938,0.131581
fall.2016,sagrei,oranges55,0,1.388332,1.104725,1.170465
fall.2016,sagrei,oranges59,0,1.287859,0.665321,0.241790
fall.2016,sagrei,oranges52,1,2.054516,-0.485440,-1.115771
fall.2016,sagrei,oranges54,0,0.772554,-0.877603,-1.113666
fall.2016,sagrei,oranges71,0,2.611611,-0.051884,-1.487916
fall.2016,sagrei,oranges81,0,0.157575,-0.045528,0.408602
fall.2016,sagrei,oranges80,1,1.865732,1.035834,0.873851
fall.2016,sagrei,oranges83,1,1.857874,0.094227,-0.014406
fall.2016,sagrei,oranges69,1,0.631805,1.486840,0.408692
fall.2016,carolinensis,oranges75,0,-6.385807,-0.763204,2.690845
fall.2016,sagrei,oranges78,0,1.209594,1.329555,0.294582
fall.2016,sagrei,oranges72,0,2.512141,0.661922,-1.677956
fall.2016,sagrei,oranges74,0,1.310315,1.288943,-0.779455
fall.2016,sagrei,oranges73,0,0.018114,-0.054057,-0.581332
fall.2016,sagrei,oranges77,0,1.288935,-0.896348,0.436873
fall.2016,sagrei,oranges70,1,1.623263,0.376900,0.895855
fall.2016,sagrei,oranges76,0,0.736225,-0.635714,-0.173643
fall.2016,sagrei,oranges79,0,3.331976,-0.201579,-0.581658
fall.2016,carolinensis,oranges82,0,-6.788422,1.265031,-0.874236
fall.2016,sagrei,oranges68,0,2.185058,-0.740565,0.650904
fall.2016,sagrei,oranges90,0,1.483049,-1.311782,-0.509380
fall.2016,carolinensis,oranges89,1,-6.210177,0.935806,1.739878
fall.2016,sagrei,oranges85,1,1.876592,-0.747601,-0.751180
fall.2016,sagrei,oranges88,0,0.980380,-0.896164,0.413185
fall.2016,carolinensis,oranges86,1,-7.541916,0.195019,-1.479091
fall.2016,sagrei,oranges87,1,1.842456,-1.670880,0.168058
fall.2016,sagrei,oranget02,0,1.159987,-1.023655,-0.112313
fall.2016,sagrei,oranges99,1,0.875687,3.004987,-1.762972
fall.2016,sagrei,oranges98,0,1.024432,2.202942,-1.272885
fall.2016,sagrei,oranges91,1,1.222675,1.271859,-0.120022
fall.2016,sagrei,oranges94,1,1.585180,-0.835338,0.848625
fall.2016,carolinensis,oranget00,0,-5.951504,2.240416,0.973316
fall.2016,sagrei,oranget07,1,1.634927,-0.517266,0.250865
fall.2016,sagrei,oranget05,1,0.370283,0.868797,1.092246
fall.2016,sagrei,oranges93,0,0.895790,0.886819,1.034470
fall.2016,carolinensis,oranget08,1,-6.395357,1.088171,2.656859
fall.2016,sagrei,oranget01,0,0.812301,0.530934,1.607088
fall.2016,carolinensis,oranget04,0,-5.211328,1.813634,1.213229
fall.2016,carolinensis,oranges92,0,-5.318803,-0.170905,1.898708
fall.2016,sagrei,oranges95,0,2.120721,0.387199,-0.500072
fall.2016,carolinensis,oranges96,0,-4.917300,0.251475,2.523154
fall.2016,sagrei,oranget15,1,-0.311279,0.520586,1.325294
fall.2016,carolinensis,oranget19,0,-4.729955,1.364146,1.395854
fall.2016,sagrei,oranget09,0,1.240774,-0.214973,-0.725156
fall.2016,sagrei,oranget17,0,0.561413,1.406701,-0.793917
fall.2016,sagrei,oranget10,0,2.587878,0.078758,-1.708502
fall.2016,sagrei,oranget22,1,1.349427,-0.329285,-0.005550
fall.2016,sagrei,oranget21,0,2.644254,-0.910378,0.880030
fall.2016,sagrei,oranget23,0,0.913746,0.108241,0.931188
fall.2016,sagrei,oranget13,0,0.890357,0.192023,-0.811816
fall.2016,sagrei,oranget14,0,1.924490,2.176677,-0.918718
fall.2016,sagrei,oranget18,1,-0.206519,0.789788,1.602452
fall.2016,sagrei,oranget12,0,1.354911,-1.896787,0.482636
fall.2016,sagrei,oranget11,1,1.300695,-0.167167,-0.632961
fall.2016,sagrei,oranget30,1,0.477570,0.403269,-0.359978
fall.2016,sagrei,oranget25,1,0.231131,0.206274,1.456682
fall.2016,sagrei,oranget27,1,2.892031,-0.845646,-0.607810
fall.2016,sagrei,oranget28,1,0.793192,0.740982,0.416356
fall.2016,sagrei,oranget31,0,-0.539922,0.850312,0.290364
fall.2016,sagrei,oranget33,1,0.070470,-0.689782,0.637629
fall.2016,sagrei,oranget34,0,1.142347,-0.260369,0.175552
fall.2016,sagrei,oranget36,1,0.502049,-0.143708,0.526162
fall.2016,sagrei,oranget26,0,2.833424,-2.282766,-0.454053
fall.2016,sagrei,oranget35,0,1.019925,1.129046,0.137687
fall.2016,sagrei,oranget32,0,3.799430,1.137730,-1.269932
fall.2016,sagrei,oranget29,0,0.690469,0.274304,0.583851
fall.2016,sagrei,oranget24,0,1.530038,-0.368871,0.146499
fall.2016,sagrei,oranget38,0,0.410786,-1.118987,0.507320
fall.2016,sagrei,oranget39,1,1.425444,0.332495,0.341476
fall.2016,sagrei,oranget41,0,0.983454,1.403126,-0.710804
fall.2016,sagrei,oranget40,1,0.515144,0.329384,0.043638
fall.2016,sagrei,oranget43,0,1.007798,1.500598,0.016580
fall.2016,sagrei,oranget37,1,0.726457,-0.391683,-0.057846
fall.2016,sagrei,oranget64,1,1.796216,-0.058603,0.755417
fall.2016,sagrei,oranget49,0,4.226567,1.201339,-2.873561
fall.2016,carolinensis,oranget55,1,-4.341435,0.832910,-0.446996
fall.2016,sagrei,oranget58,0,3.180459,-0.256424,-1.118727
fall.2016,sagrei,oranget60,1,0.878850,-1.100381,1.514785
fall.2016,sagrei,oranget59,1,1.460691,0.199265,0.498088
fall.2016,carolinensis,oranget62,0,-4.639801,-0.247822,1.658341
fall.2016,sagrei,oranget52,0,1.228935,0.336402,-0.914401
fall.2016,sagrei,oranget45,0,0.516498,1.024800,0.181763
fall.2016,sagrei,oranget56,1,1.588379,1.560231,0.665214
fall.2016,sagrei,oranget54,0,1.677165,0.689274,0.427149
fall.2016,carolinensis,oranget50,0,-8.619097,1.374031,-1.327186
fall.2016,sagrei,oranget53,0,0.555991,1.862868,0.702691
fall.2016,sagrei,oranget57,0,1.643658,-0.687527,0.232456
fall.2016,sagrei,oranget61,1,1.729084,-0.127399,0.294815
fall.2016,sagrei,oranget51,0,1.684993,0.183292,-0.144884
fall.2016,sagrei,oranget47,0,0.696848,-0.606022,-0.708658
fall.2016,sagrei,oranget77,0,0.515634,-0.713725,-0.103110
fall.2016,sagrei,oranget76,0,0.316156,0.017157,-0.631695
fall.2016,sagrei,oranget84,0,0.578770,0.055489,0.832602
fall.2016,sagrei,oranget80,0,0.478895,-0.282006,1.443434
fall.2016,sagrei,orangeh00,0,1.339156,1.857303,-0.810561
fall.2016,sagrei,oranget95,0,1.336020,0.032109,0.143738
fall.2016,sagrei,oranget97,0,0.990821,2.147866,-0.281559
fall.2016,sagrei,oranget93,1,1.801335,1.087681,0.131597
fall.2016,sagrei,orangeh02,0,-0.124270,-0.544069,1.224482
fall.2016,sagrei,orangeh01,1,0.849492,0.770116,0.077540
fall.2016,sagrei,oranget98,1,1.952061,-0.957781,-1.015707
fall.2016,sagrei,oranget89,0,1.128108,-0.942741,-0.403634
fall.2016,sagrei,oranget91,0,1.843207,-1.265202,0.376699
fall.2016,sagrei,orangeh07,1,2.183853,-0.582638,-0.391039
fall.2016,sagrei,orangeh11,1,2.615610,0.353418,-1.208363
fall.2016,sagrei,orangeh04,1,1.264899,2.503316,0.166902
fall.2016,sagrei,orangeh06,0,2.078541,0.527656,1.078709
fall.2016,sagrei,orangeh12,1,-0.583583,0.392238,1.255196
fall.2016,sagrei,orangeh10,0,1.256226,0.816493,-0.210290
fall.2016,sagrei,orangeh03,0,0.691044,0.384248,0.366223
fall.2016,sagrei,orangeh05,0,1.723667,0.943550,-0.365112
fall.2016,sagrei,orangeh09,0,1.907912,0.169875,-0.145934
fall.2016,sagrei,orangeh08,1,0.446293,0.784123,0.062537
fall.2016,sagrei,orangeh13,0,0.502104,1.308931,0.460610
fall.2016,sagrei,orangeh17,0,1.363571,1.609839,0.153838
fall.2016,sagrei,orangeh28,0,-0.022732,1.255305,-0.245401
fall.2016,sagrei,orangeh29,0,0.421607,-0.694257,1.666107
fall.2016,carolinensis,orangeh25,1,-6.061366,0.335496,0.432637
fall.2016,sagrei,orangeh18,0,0.424763,0.129323,-0.103928
fall.2016,sagrei,orangeh14,0,1.173053,0.077956,0.820837
fall.2016,sagrei,orangeh20,0,0.948819,1.721943,0.897296
fall.2016,carolinensis,orangeh21,0,-5.384776,0.502945,0.257480
fall.2016,sagrei,orangeh27,0,-1.275913,0.734799,0.837985
fall.2016,sagrei,orangeh24,1,1.946564,-0.866669,0.944663
fall.2016,sagrei,orangeh30,1,1.163018,0.268184,-0.208105
fall.2016,carolinensis,orangeh15,0,-5.548072,2.034576,-0.517961
fall.2016,sagrei,orangeh38,0,1.081751,1.074094,-0.755957
fall.2016,sagrei,orangeh34,1,0.399035,0.717004,0.819181
fall.2016,sagrei,orangeh31,0,1.177828,-0.598959,0.908250
fall.2016,sagrei,orangeh37,1,1.090268,-0.966697,0.477770
fall.2016,sagrei,orangeh40,1,0.586614,1.264701,-0.072607
fall.2016,sagrei,orangeh39,1,0.833635,1.071601,0.116721
fall.2016,sagrei,orangeh47,1,0.815051,1.030128,0.446367
fall.2016,carolinensis,orangeh54,0,-6.270125,1.409370,1.368505
fall.2016,carolinensis,orangeh46,0,-5.412888,1.550372,0.275417
fall.2016,carolinensis,orangeh52,0,-4.989262,0.662125,1.836453
fall.2016,equestris,orangeh41,0,-7.421158,-4.014844,-2.527824
fall.2016,carolinensis,orangeh53,1,-5.528083,0.882514,1.456227
fall.2016,sagrei,orangeh43,0,0.861010,0.882490,0.627750
fall.2016,sagrei,orangeh42,1,0.912687,0.399601,0.138603
fall.2016,sagrei,orangeh45,0,0.889407,1.355363,-0.679151
fall.2016,sagrei,orangeh50,0,1.134193,0.912385,-0.549443
fall.2016,sagrei,oranget48,0,1.513909,-0.239715,-0.809293
fall.2016,sagrei,orangex44,1,-0.109416,0.032470,0.931636
fall.2016,sagrei,oranger66,0,1.430184,-1.113969,-1.017590
